PN,PS,DN,DS
23,10,8,8
0,3,0,1
2,2,0,2
18,11,3,6
7,5,0,1
22,8,9,2
7,6,2,0
8,5,1,1
9,6,2,0
7,4,3,6
5,5,0,1
4,5,1,1
7,4,0,1
7,8,2,2
28,7,6,3
7,0,1,2
8,4,0,0
7,9,4,0
28,23,11,11
8,3,0,1
6,3,0,1
8,3,2,2
8,3,0,1
0,8,1,0
10,11,0,2
11,6,1,0
2,4,0,0
20,18,4,4
15,6,5,2
5,5,0,0
26,8,4,1
2,8,1,2
8,4,0,2
1,0,0,0
10,8,1,0
7,1,0,3
12,7,2,1
17,11,0,0
61,22,10,7
6,1,4,1
11,5,1,3
18,9,2,0
49,33,14,7
10,4,3,0
6,7,0,0
11,8,0,1
22,7,2,1
9,2,1,1
12,12,3,6
3,1,0,1
2,2,0,2
3,0,0,0
3,2,0,0
2,3,0,1
17,9,4,2
6,10,2,1
28,10,2,6
21,10,5,7
11,6,2,1
5,3,1,3
30,17,6,6
10,13,1,3
3,1,0,0
13,26,3,4
0,4,0,2
48,29,8,10
16,4,5,4
28,49,1,6
6,5,5,2
18,13,1,7
10,5,3,1
36,20,8,10
19,22,6,4
1,5,0,2
6,3,0,0
4,9,3,3
0,0,4,3
6,9,1,1
24,18,4,5
7,7,5,5
22,17,1,2
17,16,1,2
20,13,3,4
7,7,1,3
3,6,1,0
3,0,1,2
2,1,0,1
12,6,3,1
28,48,2,12
7,8,0,2
6,5,0,0
16,11,0,3
6,9,1,2
7,11,1,0
5,4,0,0
9,7,1,1
0,5,0,2
0,7,0,1
15,14,2,3
8,6,0,1
4,9,0,3
3,4,0,2
10,10,2,1
1,5,0,1
12,13,0,1
13,14,1,2
15,3,1,0
15,7,3,4
6,3,0,2
0,2,0,0
2,2,0,0
0,2,0,0
0,1,0,1
17,9,0,2
4,5,2,1
3,7,1,1
32,9,4,1
13,6,0,0
25,24,3,6
9,9,0,4
10,10,1,3
42,41,5,4
4,6,0,3
7,3,1,5
69,34,9,15
67,40,7,8
12,17,0,6
9,9,1,1
9,0,0,2
21,7,2,2
4,4,2,1
10,6,0,1
5,14,0,2
6,4,0,2
33,18,2,10
13,5,3,2
17,14,2,2
4,2,2,3
21,20,3,4
3,1,3,2
9,5,1,4
2,0,0,0
24,18,4,3
16,17,1,4
3,3,1,0
0,4,1,1
5,3,1,0
18,12,2,4
9,3,1,1
17,15,2,4
0,1,0,0
22,6,3,2
13,14,1,1
10,14,1,4
28,14,4,2
2,4,0,0
6,7,2,3
2,10,0,1
8,8,1,1
1,0,0,0
4,3,0,0
2,3,0,2
4,3,0,1
21,7,1,4
13,3,2,5
4,7,1,1
2,2,0,1
10,4,0,3
1,4,0,3
24,12,2,2
13,7,5,0
7,3,0,0
2,9,0,3
2,6,0,3
4,3,2,1
8,4,0,3
10,5,0,1
6,6,0,0
5,3,1,1
7,3,2,0
2,1,2,0
4,2,2,0
5,4,1,3
15,20,5,7
27,7,1,2
1,3,1,3
5,4,0,2
6,10,2,2
22,17,2,8
9,8,0,2
0,1,0,0
15,9,1,6
1,4,0,0
6,1,0,0
3,8,0,3
22,11,7,2
27,35,5,6
7,7,0,1
7,10,0,2
12,3,1,2
4,15,0,1
4,7,0,1
9,7,0,3
12,19,0,0
3,13,1,0
13,7,2,0
7,3,2,1
9,4,5,1
3,3,1,0
7,0,0,0
6,6,1,0
3,4,1,0
10,4,1,3
9,6,2,1
8,4,1,1
19,8,1,2
13,12,2,3
19,9,2,4
2,3,0,1
1,4,1,2
6,5,0,1
5,1,0,1
3,2,0,0
19,6,4,0
6,3,0,0
13,11,1,1
6,8,3,1
1,1,0,1
1,0,0,1
29,2,0,2
4,6,0,0
2,4,3,4
1,3,0,0
8,8,1,3
6,6,1,1
7,5,0,2
20,27,2,8
80,36,7,10
6,6,2,2
6,5,1,2
0,0,1,0
3,0,0,1
1,6,1,2
0,3,0,0
4,2,1,1
19,11,1,3
14,14,0,3
8,10,3,2
16,8,2,5
20,16,7,5
4,1,1,0
9,4,1,1
5,2,0,2
7,8,0,1
4,5,2,3
2,5,1,1
5,6,1,1
7,5,0,3
3,7,0,1
8,6,2,1
18,13,2,1
3,0,3,1
4,7,0,1
7,0,0,0
6,3,3,1
7,3,0,1
17,10,1,4
6,8,1,0
13,5,0,5
6,2,1,1
8,2,2,0
2,1,0,0
5,2,0,2
9,2,2,1
2,2,0,1
12,4,0,5
23,10,2,3
9,4,3,0
3,5,0,1
5,4,1,0
3,4,0,2
1,0,1,0
8,4,2,1
1,0,0,0
9,8,1,2
45,33,1,5
18,8,0,3
14,3,2,0
33,5,11,2
8,7,1,2
20,8,5,4
1,1,0,1
11,5,2,1
19,9,4,4
21,24,1,4
8,1,1,0
7,5,0,4
12,2,1,1
15,6,3,4
19,5,1,1
13,3,4,1
1,5,0,0
6,1,1,0
15,9,0,2
3,3,0,1
4,5,0,6
6,3,0,1
16,14,2,3
1,0,0,0
3,10,0,3
8,13,0,5
22,10,3,2
2,2,0,2
13,16,3,3
6,10,0,1
6,4,1,2
6,5,4,2
12,4,1,1
11,8,7,1
5,11,1,3
26,10,5,1
2,2,0,1
0,2,0,2
2,3,0,0
2,8,0,1
10,2,4,0
7,9,1,1
6,8,4,3
3,4,0,3
4,4,0,2
6,4,1,0
5,1,1,2
8,13,1,2
3,7,1,4
15,12,1,1
26,10,3,2
6,3,1,0
1,4,0,0
1,3,0,1
16,4,1,5
0,1,0,0
18,4,3,3
6,5,2,2
3,0,0,1
26,9,6,7
16,14,0,4
2,6,0,1
25,20,2,11
3,6,1,1
10,7,1,0
13,18,0,12
16,8,1,0
19,6,2,4
20,9,3,3
15,7,2,0
5,10,0,0
0,6,2,2
10,10,2,2
32,27,5,2
14,7,3,0
1,1,0,0
26,15,5,2
3,13,0,7
20,15,1,5
5,4,3,1
19,17,1,2
0,2,2,0
9,0,0,0
28,9,3,3
8,3,0,1
9,3,1,2
27,15,2,5
5,4,0,6
33,12,4,4
15,12,2,6
5,4,0,3
13,7,1,1
9,4,3,0
4,3,0,0
4,2,0,2
3,2,0,0
5,8,2,4
14,10,2,1
6,3,0,0
8,9,2,1
7,2,0,0
13,8,3,4
25,11,4,2
11,11,2,1
1,3,0,1
6,4,1,1
5,4,1,0
8,7,0,1
2,1,0,0
7,7,0,0
29,17,4,5
13,3,0,3
4,0,1,0
7,3,3,3
0,1,2,0
15,10,2,5
16,10,0,3
7,3,0,1
9,6,1,4
10,14,2,4
2,5,0,1
8,1,2,3
4,3,1,1
8,10,0,3
11,4,1,0
4,0,0,0
5,0,0,0
9,7,1,1
1,3,0,0
1,2,0,0
5,5,1,3
6,5,1,1
37,16,6,6
17,15,1,10
13,12,2,5
2,4,0,0
18,14,4,6
19,28,3,2
11,17,3,1
16,10,3,0
27,3,2,5
17,9,3,1
6,8,1,0
4,5,5,3
5,8,0,4
2,2,1,1
7,4,2,1
15,10,11,8
33,33,3,4
13,14,0,0
10,3,3,6
6,8,0,2
4,5,1,1
0,1,0,0
5,1,0,0
3,7,0,1
14,8,4,1
4,5,1,0
1,2,0,1
14,8,6,9
3,0,0,2
2,3,0,0
1,9,0,3
8,4,0,2
3,0,4,3
26,23,2,7
14,8,0,1
9,6,1,0
19,18,2,6
6,4,1,2
10,9,0,2
1,0,0,0
11,6,2,4
11,5,0,1
0,0,6,0
10,8,2,0
34,17,1,3
17,10,3,0
3,2,0,1
9,3,0,0
14,5,6,6
2,10,3,5
3,2,11,10
29,39,1,10
24,14,0,3
14,33,2,1
30,19,6,8
28,14,0,2
5,3,10,2
14,12,2,3
3,10,1,9
3,10,1,3
36,16,1,5
22,7,6,3
18,9,10,3
1,2,0,1
7,6,0,1
11,13,6,5
18,17,0,4
19,15,4,3
15,22,0,3
6,13,1,5
5,1,1,0
24,12,7,6
9,4,2,2
0,4,0,0
30,31,6,3
15,12,3,1
4,2,0,1
24,18,3,4
15,14,26,35
10,17,2,3
12,10,1,3
11,10,1,4
25,12,2,4
14,10,4,2
39,45,6,22
9,10,1,0
33,31,5,12
21,26,1,4
5,1,6,8
2,2,3,3
0,0,2,0
6,6,0,2
23,13,0,3
2,0,0,1
11,3,1,2
15,8,1,3
2,4,0,1
7,4,0,2
7,5,0,0
2,4,2,1
8,8,4,1
4,2,2,0
43,35,11,12
51,22,7,8
10,16,2,3
43,20,4,1
8,15,0,5
44,60,0,7
4,8,0,0
44,22,1,3
3,5,0,1
0,1,0,0
4,1,0,0
23,14,0,4
9,14,2,3
10,7,4,2
3,5,0,2
6,3,0,2
30,25,2,4
31,34,1,9
19,29,0,3
8,4,0,1
10,8,0,7
63,54,5,10
10,9,0,4
22,13,3,8
29,10,5,5
29,31,2,7
18,11,1,1
6,5,1,1
0,0,8,12
18,13,1,2
20,13,2,2
10,9,2,3
29,15,4,5
15,6,3,1
7,5,1,1
4,1,1,1
8,6,0,2
38,23,8,6
12,14,1,1
5,11,0,2
33,15,4,6
3,12,2,2
14,9,2,0
15,6,2,0
6,3,1,1
10,3,3,0
8,3,0,3
26,17,4,1
5,7,1,3
0,6,0,2
4,6,1,0
9,7,1,0
8,10,0,4
5,3,0,1
32,17,7,5
4,1,0,1
13,10,2,0
8,8,0,1
26,25,1,11
2,2,2,1
0,5,0,1
36,20,3,6
14,13,0,4
1,4,0,4
11,4,0,0
9,7,2,2
3,7,0,3
9,5,2,3
6,7,1,1
14,2,1,4
5,9,0,2
17,17,2,2
19,17,1,2
1,0,0,0
5,5,0,2
11,10,2,2
2,10,0,1
7,8,0,2
5,3,1,0
19,30,3,5
34,16,5,7
21,8,1,3
23,24,4,7
8,5,1,1
7,7,0,2
17,6,0,7
6,3,0,3
24,19,3,3
4,3,0,0
2,2,4,9
29,9,2,3
22,9,4,5
25,14,0,1
9,4,2,2
8,9,1,0
23,9,2,6
13,12,0,3
17,10,5,5
3,2,0,0
3,4,0,2
1,10,0,2
0,0,1,1
0,1,0,0
7,12,0,0
33,15,3,6
0,1,0,0
12,11,1,0
6,10,0,1
25,8,3,0
9,5,0,7
1,3,0,1
26,18,8,5
2,7,0,3
3,5,0,2
2,1,0,0
8,3,0,3
8,7,2,3
2,6,1,0
11,10,1,6
7,2,1,2
9,7,0,2
5,1,3,1
15,4,1,2
1,1,0,1
5,6,0,1
4,5,0,4
2,0,1,1
6,3,0,1
3,9,0,1
3,1,0,0
34,16,4,5
25,17,7,0
23,5,3,4
15,5,1,3
9,3,0,1
6,6,1,1
7,9,0,2
4,7,0,1
4,6,0,0
10,8,3,1
40,22,2,8
2,0,1,0
3,1,1,0
9,11,1,1
5,1,1,1
19,11,6,1
3,4,1,2
22,10,7,2
0,8,0,2
14,2,1,0
3,6,0,2
12,7,3,3
9,11,0,4
7,7,2,7
0,2,0,0
5,3,1,3
16,18,0,5
9,15,2,4
22,30,1,4
4,4,0,1
1,4,0,0
10,10,0,2
2,4,2,1
12,3,0,0
8,9,0,2
29,14,1,4
39,22,4,3
25,13,1,1
4,6,1,3
7,2,3,3
10,11,0,1
4,3,2,0
19,8,0,1
2,1,2,2
1,3,3,1
22,16,8,5
13,9,3,4
2,15,0,4
5,3,0,1
11,1,1,0
13,21,2,5
21,10,2,1
4,5,0,1
21,11,3,2
2,6,2,0
3,5,3,2
10,8,1,3
12,6,0,1
10,8,3,0
5,8,1,5
10,16,2,3
14,8,1,2
30,5,3,1
10,2,2,2
5,3,1,2
7,1,2,0
6,2,2,0
3,1,0,0
3,2,1,0
3,1,2,1
8,1,3,0
6,6,4,1
9,3,1,0
11,1,1,1
4,1,2,0
3,2,0,1
4,4,6,1
15,3,3,2
8,2,1,0
13,11,1,1
4,3,1,1
22,10,4,4
7,3,1,3
4,6,1,3
9,6,1,2
2,1,0,1
4,1,2,0
11,14,1,7
14,10,0,1
26,5,4,1
18,12,3,4
6,4,0,1
12,27,1,2
6,9,2,1
16,6,4,4
15,5,3,2
19,3,0,0
1,1,0,2
3,2,0,0
1,1,4,2
0,1,0,1
1,0,0,1
2,2,0,0
3,2,2,2
3,1,1,0
10,8,0,1
4,0,0,1
3,4,0,2
4,0,4,1
8,7,3,1
3,1,0,0
4,0,2,0
6,1,3,0
9,7,3,0
3,1,0,0
18,11,0,0
22,17,2,4
13,7,4,0
22,9,0,3
2,1,0,0
1,1,0,1
1,0,0,0
12,6,2,2
4,9,0,1
7,5,1,1
10,3,5,1
11,1,3,1
30,19,2,4
48,31,13,7
16,10,4,8
5,3,0,1
3,1,0,2
9,6,0,0
2,0,0,0
0,10,0,1
10,2,0,0
125,72,14,16
10,4,2,1
27,14,0,4
7,5,1,0
2,3,2,0
9,7,1,6
9,4,0,4
8,10,1,1
9,0,0,0
11,7,2,0
14,4,5,6
6,8,0,3
8,4,0,0
0,1,0,1
7,9,0,1
3,1,0,1
3,0,0,0
4,4,1,1
17,13,1,1
11,9,1,0
8,6,0,0
1,3,2,2
2,0,0,0
11,8,2,2
10,5,4,1
25,13,3,6
2,0,0,0
10,3,0,0
7,3,0,1
5,2,0,2
7,3,1,3
27,29,1,12
15,11,4,2
0,5,0,1
43,23,6,6
11,3,0,2
5,0,0,2
21,25,4,7
3,10,1,3
7,5,1,1
6,6,0,0
3,3,3,1
14,7,3,2
53,64,2,7
15,7,5,3
10,7,2,2
17,5,3,0
11,8,2,1
16,14,0,2
14,4,3,2
11,4,0,0
21,15,5,1
16,12,1,2
2,0,0,0
2,2,1,0
7,13,1,4
19,14,1,2
28,11,3,4
0,0,0,1
23,21,6,11
16,6,2,3
5,3,0,0
1,0,0,0
16,15,0,7
6,4,0,0
13,7,0,1
3,5,0,2
12,9,2,2
8,6,2,2
13,16,0,0
10,6,0,0
13,6,2,1
4,4,1,2
2,3,0,0
3,4,0,0
4,7,1,3
3,3,1,0
7,5,0,2
6,2,0,0
0,0,1,2
0,0,2,1
10,3,0,3
12,5,3,2
7,0,1,0
22,18,2,4
39,28,3,3
1,5,0,1
1,1,0,1
3,4,0,0
0,1,0,1
7,4,2,1
2,6,0,1
6,1,0,1
28,15,4,5
6,10,1,1
10,16,0,4
21,12,3,1
1,1,0,0
0,1,0,0
5,2,1,3
14,11,1,1
9,5,0,0
54,26,8,12
5,5,1,0
3,4,0,0
42,19,7,4
11,3,0,0
1,7,0,1
20,11,2,1
7,4,1,1
18,6,3,1
15,13,4,3
8,4,2,1
7,1,1,1
7,12,0,0
6,6,0,0
4,1,0,1
8,1,4,1
4,7,1,0
0,1,0,0
4,3,0,0
7,7,1,3
10,7,1,2
12,9,2,3
8,5,4,2
6,2,0,0
3,1,0,1
13,9,5,4
4,4,0,1
4,2,0,0
19,11,0,1
30,11,8,8
0,3,0,0
15,12,0,4
3,3,1,2
4,1,2,1
4,5,0,0
5,3,0,1
30,18,6,3
8,7,0,2
42,18,11,10
8,5,2,2
44,38,11,10
1,5,0,2
5,5,1,1
7,11,1,1
18,9,2,3
2,3,0,4
6,15,1,0
27,10,1,5
7,4,0,0
21,14,1,8
24,16,6,2
3,5,0,0
5,1,1,2
22,14,4,5
4,3,1,2
2,2,1,0
20,10,1,0
2,3,0,0
11,10,0,1
11,13,0,3
14,4,3,2
25,7,0,1
3,2,0,1
5,0,0,0
4,1,0,0
11,2,3,0
5,6,1,4
5,2,0,3
7,13,1,5
46,50,5,18
8,6,1,2
1,2,0,0
1,3,0,0
21,13,5,6
9,1,2,1
15,8,2,2
5,3,0,0
19,22,2,5
98,56,6,19
16,9,3,6
4,2,0,1
11,7,0,3
12,10,2,0
13,4,2,0
6,5,1,0
18,8,4,0
4,3,2,0
3,9,0,6
13,9,1,1
7,2,1,0
3,2,1,0
17,23,1,10
10,6,0,2
19,16,0,3
3,6,0,1
5,4,1,2
6,1,0,3
10,4,0,0
2,1,0,1
6,9,0,2
3,2,0,0
7,5,1,3
3,3,0,0
10,2,4,5
5,2,2,2
13,7,2,0
4,3,3,1
3,2,0,3
8,2,2,3
10,26,0,4
3,6,1,0
5,4,0,2
0,3,0,0
13,13,0,4
10,11,0,4
8,4,1,2
2,11,0,4
42,29,11,11
6,1,5,0
7,1,5,0
10,9,1,4
1,1,0,0
1,6,0,1
12,11,2,2
1,6,0,0
7,7,0,2
10,3,1,0
9,17,0,3
1,2,0,0
4,0,1,1
8,2,0,0
7,7,0,3
11,6,0,2
1,7,0,0
1,3,0,0
21,8,2,1
21,14,1,1
11,12,3,1
8,7,2,1
2,3,0,1
56,33,6,11
2,0,0,0
19,8,2,3
8,1,3,1
27,13,4,4
13,6,1,0
7,6,1,1
4,2,0,0
13,2,3,2
5,3,0,0
41,25,2,2
3,14,1,2
5,3,0,0
31,26,6,2
16,11,0,0
14,2,2,0
2,9,0,2
112,54,33,18
3,7,1,2
7,10,0,1
13,9,15,6
5,2,1,4
8,3,0,1
4,7,2,3
6,8,0,1
17,11,2,1
9,8,0,2
2,8,1,2
3,0,0,0
1,3,0,0
6,6,1,2
6,11,0,4
10,3,1,0
5,1,2,2
4,5,1,1
2,1,1,0
7,7,1,2
10,4,1,0
14,16,10,5
9,1,2,1
13,20,0,7
22,12,1,1
13,6,4,6
1,6,0,2
6,4,0,0
14,10,3,1
7,3,0,0
2,4,2,5
3,1,1,3
11,2,5,4
1,3,0,3
3,5,0,2
8,3,0,1
9,8,0,3
16,17,1,11
11,6,0,1
6,5,2,1
25,23,9,3
45,23,16,5
16,15,2,6
3,3,0,1
16,10,3,4
24,14,1,2
6,7,1,2
13,5,2,0
3,2,0,3
2,5,1,4
4,9,2,2
8,8,1,1
0,0,0,1
3,0,0,0
1,1,0,2
2,6,0,0
1,2,0,2
14,3,0,2
4,4,0,0
7,12,0,3
16,14,7,8
1,4,0,0
32,12,1,6
9,5,1,1
12,6,0,1
0,1,0,0
9,4,0,2
1,0,1,1
24,8,5,0
14,5,0,2
2,1,1,0
45,45,3,15
1,7,0,2
30,13,8,7
7,4,0,3
7,3,2,3
9,6,0,0
2,3,0,1
3,2,0,1
17,11,1,6
18,15,0,5
10,11,0,4
6,6,1,2
3,2,0,1
10,5,0,2
13,3,1,1
12,15,3,5
2,2,0,0
7,2,0,1
1,4,0,1
21,8,2,3
12,12,1,2
2,7,1,0
8,3,0,2
5,8,0,2
5,8,3,5
29,14,5,3
4,7,1,1
24,15,14,12
7,8,2,2
39,12,13,2
19,9,0,3
5,1,6,2
14,14,1,4
9,7,2,0
133,83,22,37
8,2,3,2
19,10,3,2
14,12,5,1
53,28,8,5
23,11,2,6
6,4,0,0
13,21,0,1
7,5,0,1
27,12,6,5
5,0,2,1
8,14,0,3
16,19,2,6
4,11,0,1
19,15,10,4
0,0,4,6
15,7,4,3
9,13,0,4
7,5,0,5
4,0,0,0
16,7,5,5
30,36,2,6
19,21,4,2
19,18,5,4
14,27,5,4
8,14,1,3
3,25,0,3
11,16,4,2
2,3,0,2
3,2,0,0
11,10,0,2
7,8,1,1
5,7,3,0
7,10,0,1
33,24,2,5
54,30,10,10
1,1,0,1
0,2,0,0
4,12,3,6
8,7,1,0
8,6,0,3
14,17,1,3
8,4,2,1
7,2,3,1
23,14,4,2
26,31,1,8
7,1,3,1
8,9,0,1
8,8,0,0
7,4,0,1
6,9,0,3
12,6,3,1
3,0,0,0
15,15,1,3
3,0,4,3
13,24,0,7
133,66,10,21
39,43,3,13
9,6,1,2
6,5,1,1
4,14,0,2
7,10,0,2
5,4,1,2
7,7,1,3
8,7,1,1
44,40,1,9
5,4,1,2
3,10,1,7
15,11,0,2
31,13,14,3
7,1,1,0
9,9,0,2
8,6,0,2
7,18,1,3
12,25,0,5
11,1,1,3
75,56,9,11
4,5,0,1
9,5,0,0
9,10,2,1
4,0,0,1
6,9,0,1
12,5,1,1
42,23,3,9
10,9,1,1
12,5,4,4
18,2,1,2
4,4,0,0
16,17,1,7
15,1,0,0
7,1,0,1
5,4,0,0
10,14,2,2
21,10,2,1
4,2,0,1
51,21,10,7
17,11,1,2
6,5,1,0
14,5,16,5
10,3,0,2
6,8,1,0
1,7,0,1
10,5,0,2
11,6,2,0
7,7,2,1
22,27,0,1
47,28,13,11
10,20,4,1
10,12,0,0
5,8,0,0
33,16,1,2
23,10,3,3
23,9,6,5
16,14,4,7
16,9,4,7
17,5,2,0
16,18,1,1
8,5,1,1
3,2,1,0
2,5,0,0
1,3,0,0
33,6,12,3
22,8,3,1
42,17,5,4
26,12,4,2
4,6,0,0
6,9,1,1
6,3,0,2
10,1,0,3
17,9,5,2
3,3,0,3
10,1,4,0
3,1,1,0
4,6,1,2
7,7,0,1
0,5,1,0
7,1,3,0
2,2,1,0
11,7,3,5
6,6,0,3
15,8,2,5
2,3,0,0
13,5,0,1
3,3,0,3
11,5,1,0
7,10,3,4
7,4,0,0
4,2,2,1
7,6,1,1
14,8,3,2
17,15,2,4
4,4,1,1
4,3,0,2
4,7,0,0
0,2,0,1
3,3,0,0
8,16,3,6
7,2,0,0
4,3,0,0
8,5,0,0
6,3,1,0
17,5,4,4
2,2,1,1
5,4,0,2
10,4,2,0
23,12,0,3
8,13,1,1
0,4,0,1
7,12,1,2
8,10,1,4
18,13,8,6
12,8,1,3
8,6,2,1
2,0,0,0
5,2,0,1
31,19,3,2
9,4,0,0
6,9,0,1
4,4,0,2
12,7,1,2
3,10,0,3
5,3,2,1
7,1,0,0
6,3,0,1
6,10,0,0
5,7,4,1
1,3,0,1
6,5,0,0
2,5,0,0
4,1,0,0
5,17,1,3
4,2,3,1
6,6,1,1
4,3,0,1
2,1,2,1
15,14,1,3
2,5,1,1
11,4,2,4
2,0,0,0
3,1,0,2
3,4,0,0
4,5,1,0
14,9,1,7
3,1,1,0
7,6,2,1
7,8,0,3
4,3,1,0
6,6,0,3
4,6,1,1
13,7,3,3
35,16,2,1
8,5,1,1
45,44,11,8
17,10,2,4
4,2,1,0
4,8,1,3
10,9,1,3
9,6,1,0
2,1,3,0
1,2,0,0
16,6,2,2
21,2,2,1
4,5,2,3
2,4,1,0
36,36,3,9
7,5,1,0
2,1,1,1
11,7,1,4
3,5,0,1
8,7,2,2
16,10,0,1
11,8,3,1
1,4,0,0
2,0,1,2
12,11,0,1
43,23,10,7
0,10,1,7
9,5,3,3
22,4,2,1
2,3,0,0
12,5,1,3
6,4,2,0
38,13,15,5
2,7,1,2
10,7,0,1
9,10,1,2
17,8,3,1
14,8,2,0
13,13,2,5
12,2,0,2
23,16,1,4
8,6,2,1
4,1,3,2
3,0,0,0
4,5,0,2
13,6,4,0
7,2,1,1
7,12,0,5
21,4,2,1
2,6,0,2
0,0,1,2
16,14,2,1
3,3,0,1
7,12,0,5
10,4,3,1
10,8,1,2
23,6,1,2
24,11,0,2
0,5,0,0
6,4,0,0
17,11,28,6
6,1,0,3
19,14,2,5
6,9,1,3
15,0,7,1
35,17,7,6
5,2,0,0
10,3,1,2
29,10,2,5
15,17,3,4
12,7,0,4
8,7,0,0
11,5,2,4
1,4,0,2
9,2,1,2
1,2,1,1
7,2,2,1
8,1,3,1
69,41,15,12
6,7,1,1
6,4,1,2
5,0,2,1
11,10,1,2
6,1,0,5
3,3,1,2
1,4,0,1
1,0,0,0
4,3,1,2
149,80,25,10
3,1,0,0
2,1,1,0
4,3,1,2
19,13,13,4
20,9,6,1
12,4,5,0
30,16,10,9
8,9,2,5
5,9,3,0
6,2,1,0
3,2,0,0
7,11,2,3
1,1,0,0
6,1,0,0
9,9,1,1
18,10,0,2
18,17,7,3
22,14,1,1
2,0,1,1
24,15,4,3
23,6,1,2
4,4,2,1
13,11,0,3
17,6,2,3
13,14,3,4
4,1,1,1
2,3,0,1
13,8,3,8
26,8,3,1
19,6,2,6
9,5,1,3
3,1,0,1
8,7,4,0
9,16,0,3
16,5,3,1
18,15,1,4
1,0,1,1
37,9,3,1
6,6,0,1
2,1,0,0
18,18,3,5
7,9,0,3
4,3,2,1
2,1,0,0
37,8,2,6
28,31,8,3
2,0,0,0
0,0,5,3
4,1,1,0
3,9,2,0
7,7,2,0
21,26,1,8
25,17,1,3
3,7,1,0
13,6,2,7
2,2,0,2
7,5,3,3
3,5,0,2
8,4,1,0
2,2,0,0
5,2,0,2
6,1,2,2
3,1,0,0
23,23,2,3
5,3,1,2
15,18,2,4
7,2,0,2
64,45,5,8
3,1,1,2
19,6,2,2
12,3,2,2
4,2,0,2
5,4,3,1
16,7,3,3
8,4,2,1
21,5,6,6
15,13,2,3
3,6,0,0
6,1,3,0
9,13,1,5
19,8,1,7
1,3,0,1
8,6,1,1
8,6,2,3
9,4,0,2
1,1,0,0
6,10,1,2
5,6,0,1
3,3,1,1
20,29,3,8
5,6,1,3
4,4,1,2
13,16,1,7
55,49,4,8
15,6,0,5
2,6,0,0
15,19,5,4
6,3,0,0
17,10,1,3
3,2,0,1
3,1,0,0
0,2,0,0
17,17,3,2
28,29,4,4
10,13,1,3
7,3,1,0
2,5,1,0
10,4,0,2
4,7,1,4
6,10,0,0
15,9,1,1
3,1,0,0
2,3,1,0
0,2,0,0
16,12,1,3
7,2,2,1
6,4,1,1
1,3,0,0
12,6,2,3
7,11,1,3
14,12,1,3
12,11,6,3
8,4,2,1
2,2,0,2
3,2,0,1
8,11,1,1
4,1,0,1
12,7,0,0
16,13,5,8
7,3,1,0
1,4,0,0
6,6,0,2
1,0,0,1
1,2,0,1
8,1,2,0
0,2,0,0
1,4,0,0
13,11,2,1
1,1,1,1
21,8,1,2
6,5,1,1
1,10,0,5
3,2,0,0
5,3,1,2
0,2,1,2
16,5,1,1
4,3,0,1
2,2,0,0
0,9,0,0
13,7,2,1
4,1,1,0
7,2,1,1
5,5,3,3
3,2,1,1
4,2,1,2
17,14,0,2
1,1,0,0
13,10,0,2
4,7,2,3
7,9,1,1
2,4,0,1
10,6,4,1
8,3,1,0
9,6,1,2
9,9,1,1
4,0,3,0
19,14,3,3
13,10,1,1
6,5,1,2
6,6,2,2
9,2,3,1
8,2,5,1
15,16,0,3
5,5,0,0
10,4,1,3
0,1,0,0
2,11,1,0
1,0,0,0
6,15,2,4
11,5,2,2
6,3,2,0
12,6,4,1
5,2,1,0
20,6,6,6
4,2,1,0
5,7,1,3
1,1,0,0
16,5,0,2
1,2,0,1
4,4,1,4
29,15,2,0
15,6,2,0
0,5,0,1
3,0,0,0
1,4,0,0
1,0,1,0
1,1,0,0
27,12,2,4
23,13,3,9
0,2,0,0
13,2,1,1
0,0,1,6
11,8,4,2
8,4,2,1
8,5,3,1
1,3,2,1
1,4,0,1
4,7,0,1
12,8,1,1
8,6,0,2
6,3,0,1
0,3,0,1
14,6,3,10
3,1,5,5
3,1,2,3
3,1,3,8
3,1,4,3
3,1,3,9
3,1,2,8
3,1,8,6
3,1,4,5
3,1,5,4
3,1,2,5
14,3,3,5
28,20,3,2
10,17,0,3
15,10,4,4
28,13,6,4
21,17,2,7
26,14,2,8
30,16,3,8
34,18,5,14
10,8,4,8
28,21,1,3
33,25,6,5
30,25,14,7
28,20,6,5
23,21,6,6
26,26,4,10
26,20,8,9
9,3,1,0
3,2,0,1
28,15,10,6
26,12,7,1
16,13,4,7
1,3,5,2
1,3,8,7
1,3,7,6
1,3,4,7
1,3,10,9
1,3,3,5
1,3,6,5
1,3,2,4
1,3,10,7
1,3,1,5
3,3,1,6
14,17,5,4
18,13,4,7
21,16,2,3
24,17,0,5
9,12,2,6
9,8,0,6
8,20,1,3
15,12,0,0
1,4,0,2
9,4,1,1
27,7,1,1
29,27,7,8
19,19,3,4
17,14,1,1
25,19,2,7
3,8,1,3
0,8,1,1
2,7,0,0
10,8,3,3
4,1,0,2
4,8,3,2
5,9,2,1
3,1,0,1
5,6,0,0
1,3,0,2
9,4,2,0
19,8,2,4
5,4,1,0
16,19,1,6
14,10,1,3
4,6,0,0
12,12,0,2
13,2,1,2
5,4,0,1
5,6,1,2
5,11,0,3
6,13,0,2
3,3,0,0
0,2,0,0
2,3,0,0
27,23,9,1
3,1,0,1
3,0,1,1
4,0,0,0
