PN,PS,DN,DS
7,1,4,1
4,6,2,1
1,6,2,1
5,1,2,1
7,4,1,1
5,1,2,0
1,4,0,1
6,3,1,0
12,7,0,0
8,7,0,1
14,16,2,5
19,22,0,3
5,4,0,2
3,3,0,1
15,6,4,2
4,2,1,1
9,4,1,1
13,6,1,3
8,6,1,3
10,7,4,5
5,4,13,9
2,2,0,0
6,7,0,3
9,14,2,3
18,8,3,1
26,11,6,3
9,7,2,1
7,12,1,0
5,4,1,3
8,5,0,4
10,7,1,1
3,2,1,2
17,8,1,2
17,4,3,5
4,9,0,3
17,7,5,3
2,1,1,2
4,8,2,3
4,5,0,1
6,4,2,3
5,1,1,1
1,3,3,0
2,3,3,1
3,5,1,1
6,6,1,0
28,18,5,7
4,2,0,1
10,5,3,1
25,10,1,6
7,8,0,3
3,4,0,1
7,2,0,3
5,1,0,1
7,6,1,3
67,46,11,22
6,0,4,0
11,4,1,2
2,1,1,0
6,4,1,0
2,0,0,1
12,6,1,2
3,1,1,1
3,7,0,0
20,20,1,2
2,2,0,1
16,12,0,4
1,3,0,1
30,11,3,4
2,2,0,2
3,18,0,0
16,12,1,1
11,3,2,2
6,5,0,2
4,3,1,0
14,16,3,2
10,2,3,3
1,2,0,0
1,5,0,0
9,11,0,1
8,4,4,3
2,4,0,0
10,8,1,3
7,14,0,1
16,12,11,7
58,41,21,9
1,2,0,1
13,6,0,2
9,22,2,5
7,7,1,3
5,5,4,2
22,13,2,3
5,4,2,0
4,0,1,0
3,1,1,2
4,3,2,0
6,3,0,3
5,2,1,3
4,11,2,1
1,1,0,0
7,16,0,4
0,6,0,4
4,0,1,0
27,30,5,7
4,5,0,0
4,5,0,2
4,5,1,1
32,19,7,9
7,4,0,0
37,17,6,10
2,7,1,5
4,0,1,0
19,15,1,3
9,1,4,5
1,2,0,0
3,4,2,1
12,17,1,6
17,13,2,3
21,9,2,3
7,5,1,3
3,0,1,1
9,4,0,2
7,4,0,3
6,3,0,2
15,11,1,1
5,3,1,3
40,18,8,3
0,0,3,0
4,1,9,7
6,7,4,2
10,7,0,1
5,0,1,1
0,2,1,0
15,17,1,2
53,24,12,12
23,20,3,3
13,6,2,2
88,42,14,10
16,10,0,4
44,23,11,6
11,14,1,7
10,5,1,3
6,9,1,1
5,6,0,2
11,13,1,1
6,4,0,0
68,59,16,9
13,15,4,5
12,6,1,1
5,10,1,2
7,4,1,1
37,13,2,7
24,21,1,4
18,9,3,1
57,29,5,11
43,23,1,2
16,9,2,1
5,3,0,1
16,14,3,5
18,9,0,1
13,4,2,0
16,30,4,7
5,2,0,1
15,10,3,2
11,19,2,4
3,11,1,1
25,13,8,10
4,6,0,1
19,6,2,2
11,4,0,3
7,3,2,1
3,1,1,0
7,3,1,2
16,18,1,6
17,5,0,2
20,19,9,5
10,17,0,5
13,18,0,2
33,26,3,1
6,2,3,0
25,19,3,2
7,3,0,0
14,4,2,4
8,13,0,3
9,19,0,1
3,19,0,1
10,7,1,1
5,3,0,0
7,4,1,2
14,25,2,5
12,14,1,1
25,10,4,4
0,4,0,0
5,0,1,0
3,0,0,1
18,7,1,2
10,3,3,0
23,27,0,8
15,3,2,0
56,31,13,12
16,6,3,5
5,4,2,2
6,12,1,2
14,4,4,5
0,0,3,1
28,36,3,10
11,9,0,0
20,15,5,2
2,11,0,0
7,6,8,5
43,65,11,10
17,26,2,5
6,3,2,2
6,3,0,0
20,17,1,11
7,7,1,1
16,10,3,3
0,0,6,1
5,3,0,4
4,2,1,0
0,1,2,0
1,2,0,2
18,16,7,10
11,8,0,0
13,11,1,3
3,1,1,0
5,5,1,1
3,2,0,1
5,6,0,2
19,14,3,4
28,10,3,7
4,4,3,2
40,25,1,1
18,24,0,3
17,7,1,0
25,20,4,8
5,7,0,0
10,4,2,1
14,12,0,2
22,43,1,4
20,12,4,4
27,15,7,6
2,2,0,0
4,2,2,3
0,1,0,0
61,49,5,18
14,24,1,6
8,6,2,1
2,10,0,0
9,4,0,1
12,17,2,5
1,7,1,0
9,7,4,4
4,3,6,1
28,10,1,3
11,4,2,2
15,4,2,3
29,16,5,1
26,13,11,5
11,11,0,4
3,2,0,0
64,52,5,6
22,12,8,3
27,25,2,5
8,13,2,6
14,25,2,5
10,5,3,2
89,92,29,18
11,13,4,8
4,3,5,5
0,7,5,2
45,29,6,10
4,7,1,2
14,10,2,3
19,26,10,4
11,4,6,2
27,13,7,11
9,28,6,6
37,14,5,3
28,21,4,4
4,7,3,1
45,31,8,9
17,15,5,3
1,1,1,0
13,36,0,11
10,2,1,1
3,6,1,1
15,11,5,0
4,14,1,7
20,9,3,2
22,7,0,1
10,8,1,3
4,4,1,1
12,7,2,3
13,11,0,0
7,1,1,0
22,7,0,1
4,3,2,1
4,10,0,3
11,5,4,2
30,26,1,6
12,11,2,3
8,3,1,0
9,1,0,0
27,25,6,6
7,0,2,0
18,7,4,0
7,2,0,0
35,38,2,9
149,140,12,16
3,3,0,1
3,14,1,3
27,27,2,10
1,13,1,1
10,3,1,2
2,3,1,1
19,17,4,3
3,2,0,1
10,7,3,3
37,38,4,11
11,14,1,7
10,10,3,7
14,9,1,4
7,3,0,1
10,9,0,0
0,4,0,2
0,5,1,0
5,11,1,5
3,2,2,2
2,6,2,6
2,2,0,1
8,8,3,2
6,1,0,0
71,42,7,11
14,5,0,1
8,6,0,0
2,3,3,2
2,2,2,2
8,2,0,0
9,6,0,3
16,3,4,1
6,7,0,2
7,11,0,3
3,0,1,0
4,2,0,1
7,2,1,1
16,2,5,2
16,8,1,1
9,4,0,1
16,8,4,4
12,10,1,5
6,6,0,2
7,2,0,0
21,11,6,1
6,5,0,3
23,21,6,3
16,7,3,2
9,9,2,1
1,1,0,1
12,6,2,1
6,4,5,3
4,7,2,3
11,10,1,1
1,5,2,1
5,2,0,0
11,6,0,1
64,35,15,5
18,5,2,0
28,15,1,9
17,46,1,4
23,38,2,3
8,11,0,1
5,9,0,0
11,14,0,5
3,1,1,2
34,24,2,4
17,22,0,3
32,22,2,4
12,12,0,0
11,8,4,0
5,4,0,2
3,1,1,1
42,23,12,9
6,2,1,2
12,11,1,3
4,5,1,0
18,13,5,2
27,15,6,0
13,11,3,2
12,6,1,2
4,2,2,1
13,6,0,0
3,7,1,5
17,22,0,5
83,52,5,9
11,21,2,4
12,11,2,1
21,9,9,2
20,13,2,4
14,5,0,5
14,12,2,4
5,10,3,3
7,3,0,1
6,3,1,1
14,1,1,1
3,12,1,4
5,5,0,1
7,4,1,0
12,24,3,7
14,9,1,5
7,6,1,0
26,13,3,6
7,6,3,2
5,3,2,0
28,29,6,6
1,2,0,0
14,22,3,2
3,3,0,1
8,4,2,1
3,1,4,1
2,2,3,0
1,4,0,1
133,70,13,19
5,5,1,2
0,2,0,0
25,12,5,4
12,14,0,2
7,7,0,4
8,6,2,3
17,10,3,1
8,4,0,0
14,23,3,5
7,1,2,1
12,3,2,7
4,6,1,2
16,16,3,5
15,14,0,1
9,12,0,1
10,4,1,0
1,0,1,0
13,8,9,1
5,3,0,1
0,0,2,2
0,0,2,0
3,0,2,0
4,7,2,0
9,12,0,2
6,4,0,4
32,45,0,11
4,4,1,1
27,42,0,12
41,33,8,4
27,22,1,4
0,3,0,1
1,1,1,1
0,2,0,0
39,33,1,15
15,7,3,0
9,5,3,2
8,6,0,2
7,12,0,3
2,3,1,2
20,15,9,6
4,2,1,2
13,16,7,1
16,16,5,7
15,10,2,5
7,3,4,2
9,9,0,5
4,3,0,1
10,8,3,4
14,11,1,1
24,9,4,2
21,14,3,5
11,10,4,1
16,9,2,3
8,3,1,0
11,6,3,1
6,3,5,3
5,5,2,5
2,5,1,3
4,2,0,0
101,60,10,18
4,3,0,0
12,13,1,0
9,6,3,1
2,3,1,2
7,2,0,2
0,2,0,0
9,12,4,4
6,2,3,1
4,2,0,0
2,2,0,0
34,6,3,4
21,14,1,3
6,3,2,3
6,7,2,1
7,7,0,3
22,23,7,11
13,9,3,5
12,8,2,9
11,14,0,5
7,8,3,1
11,11,4,3
4,4,2,2
4,2,0,0
18,15,5,3
0,2,0,3
10,6,0,5
18,16,5,1
6,4,0,0
5,13,0,2
2,3,0,1
29,22,1,9
30,16,1,3
19,12,1,3
13,14,3,9
3,4,0,0
7,8,1,0
26,9,2,0
7,9,1,0
11,7,2,3
5,4,0,3
3,2,1,1
32,23,1,8
25,26,1,7
45,38,7,10
4,7,0,1
10,14,0,1
2,6,1,0
0,0,0,3
37,27,9,3
6,2,2,3
7,3,0,0
1,2,0,1
1,2,0,3
0,0,5,1
0,0,1,5
7,8,0,3
15,5,2,0
12,16,0,4
12,7,4,2
9,7,1,1
7,7,4,2
6,7,0,1
6,7,1,2
0,0,6,1
0,0,2,0
0,0,1,2
17,9,1,3
10,6,1,2
8,2,1,1
8,4,0,1
10,10,3,4
3,0,1,3
16,12,1,4
4,5,3,0
14,13,1,3
4,6,0,1
3,2,1,1
4,3,0,0
15,23,1,4
7,3,4,3
2,6,0,2
9,8,0,0
3,0,1,0
5,8,2,2
4,8,0,1
1,5,0,1
11,9,0,2
12,4,1,0
0,2,0,1
4,10,0,0
0,0,3,1
7,5,2,0
14,12,1,3
4,1,0,0
13,12,2,3
8,3,0,0
2,3,0,3
6,2,0,1
6,3,0,0
14,11,3,7
5,5,2,0
5,1,0,0
11,3,1,4
5,1,0,2
11,5,1,0
2,7,0,2
11,9,4,1
17,10,0,3
44,34,4,3
6,4,1,0
8,1,4,1
8,12,4,3
7,12,5,2
1,2,0,0
5,8,0,2
5,5,1,3
33,29,5,13
12,6,3,0
2,4,0,1
1,2,0,1
7,2,1,2
9,9,0,5
42,22,4,4
6,1,0,1
16,9,2,4
2,1,1,1
10,4,1,2
4,6,1,2
2,6,0,2
17,14,3,2
9,14,0,1
1,1,0,0
2,1,0,2
3,6,0,2
0,2,0,2
20,16,3,5
22,17,5,3
32,22,1,6
2,1,0,1
10,3,3,2
23,12,2,2
11,6,0,3
15,8,2,2
9,6,3,2
5,1,0,0
3,1,3,3
8,6,5,3
0,0,0,1
3,1,3,2
5,5,2,2
5,9,0,4
3,1,0,0
17,8,4,5
4,6,0,2
1,5,0,0
3,2,0,0
5,8,1,3
18,14,0,5
46,15,7,4
43,23,2,9
7,10,0,1
2,4,0,2
2,5,2,2
1,2,0,2
10,1,1,1
21,26,1,6
2,1,0,0
14,6,0,2
3,7,0,0
22,23,4,8
12,9,0,2
7,3,2,2
11,6,3,1
30,16,7,7
6,4,1,6
29,24,4,4
4,2,0,0
14,9,1,0
30,18,2,7
9,15,0,1
1,3,0,0
35,12,5,5
12,9,1,4
5,0,0,0
9,7,3,2
6,5,3,4
13,7,3,1
10,22,1,4
6,1,0,1
5,5,2,3
5,13,2,1
2,8,0,1
6,4,1,1
0,3,0,0
10,9,4,3
11,5,1,5
3,0,0,0
1,2,1,2
0,0,0,2
5,0,0,1
3,1,1,3
0,0,2,1
6,1,0,0
1,1,0,0
12,15,3,7
16,23,4,6
6,5,0,1
17,7,2,2
36,30,10,4
9,12,0,1
1,3,1,1
5,7,1,1
4,1,0,0
2,4,1,0
3,5,0,1
16,10,2,3
2,1,0,0
6,4,2,3
9,3,0,3
1,3,0,4
8,4,0,1
11,11,1,3
18,8,2,3
12,10,6,3
6,10,7,6
24,13,2,3
15,21,1,4
10,26,1,3
9,6,1,0
53,27,8,8
9,9,0,0
3,11,0,1
6,4,3,0
24,17,1,5
0,1,0,0
2,1,0,0
10,6,2,2
15,4,1,0
5,3,2,1
8,6,0,1
7,4,2,1
6,18,2,5
17,9,0,2
2,1,0,1
12,8,0,4
18,15,2,3
17,17,1,5
3,3,6,5
6,2,7,2
5,1,0,1
2,1,1,0
9,4,1,1
9,7,2,2
4,5,3,0
5,7,0,0
5,4,0,1
10,8,3,4
7,6,1,1
1,6,0,2
6,2,1,3
17,8,7,8
3,1,2,2
1,2,0,1
7,9,7,13
18,8,6,3
6,7,2,2
0,1,0,1
3,3,0,2
7,6,0,1
5,4,2,2
9,5,2,0
3,0,0,1
6,4,1,1
18,12,4,3
6,5,0,2
22,8,2,2
8,1,4,1
1,3,0,1
21,13,6,3
11,13,0,3
31,15,3,4
16,9,3,4
19,6,5,1
6,5,2,0
7,7,0,0
4,4,1,0
4,5,0,1
17,8,2,4
0,3,0,1
23,11,3,7
10,10,4,3
7,4,0,0
13,5,0,2
4,3,3,3
5,6,0,4
6,4,1,0
14,5,2,1
18,3,5,2
0,6,1,5
0,3,0,1
15,19,2,6
15,2,2,0
4,7,0,4
14,5,2,0
3,3,0,2
6,7,0,1
17,16,3,3
10,8,3,4
13,2,2,1
12,5,2,1
9,5,1,1
24,9,2,4
14,8,1,1
6,6,0,1
9,9,0,0
12,4,0,3
11,13,3,5
11,7,2,0
17,18,3,4
7,13,0,5
24,11,2,1
6,6,0,2
11,18,1,1
7,4,1,3
7,1,0,0
9,4,0,1
5,3,1,1
1,2,0,1
12,7,2,8
9,3,0,1
11,5,2,2
11,18,1,1
11,4,1,2
8,4,0,0
13,7,0,9
2,5,0,0
4,9,1,1
4,4,0,3
9,5,1,3
34,20,6,6
9,5,2,3
3,15,0,4
9,6,0,0
15,19,0,4
10,16,1,6
101,59,22,20
15,6,3,1
4,5,0,1
7,3,2,0
4,5,4,2
8,7,2,1
8,4,2,1
5,3,2,3
24,18,4,4
4,6,0,2
11,8,1,2
1,4,0,3
3,6,2,1
14,5,1,5
9,5,18,16
4,0,8,3
4,2,0,0
12,28,1,3
18,11,8,10
81,70,3,14
7,5,2,1
1,0,1,1
8,3,5,1
6,19,1,7
11,6,4,2
6,5,1,3
9,11,1,1
14,28,1,6
1,5,1,0
14,8,1,5
8,6,0,1
13,9,1,2
31,21,1,4
3,6,0,0
2,3,1,0
3,5,1,1
8,13,2,1
11,10,2,3
5,7,2,0
0,1,0,1
18,6,2,5
7,5,0,5
5,2,1,2
37,23,3,0
3,3,0,0
8,8,1,4
11,5,2,0
41,18,6,8
7,4,1,2
11,12,1,1
7,7,0,0
29,7,6,2
2,2,0,1
3,20,2,1
2,4,0,1
11,3,1,1
15,16,34,16
12,10,5,0
4,4,0,0
10,8,3,0
5,13,0,1
26,34,2,4
24,3,1,1
16,6,1,4
7,8,0,2
19,19,0,3
0,1,0,0
13,9,0,2
26,18,1,1
22,19,1,6
6,12,1,3
32,13,5,2
37,27,8,4
33,21,3,5
26,14,3,4
16,2,0,0
40,26,7,8
18,8,5,6
2,7,0,0
10,22,1,1
19,17,0,5
16,10,0,4
4,10,1,1
12,6,1,1
11,5,3,0
2,0,0,1
44,34,2,9
4,5,0,3
4,4,1,0
1,4,0,4
6,3,0,1
4,10,1,2
4,7,1,3
19,5,2,4
7,11,1,2
9,6,4,2
13,8,5,2
6,4,2,1
4,7,0,3
1,0,0,0
18,25,1,6
16,36,1,8
13,6,7,5
26,19,3,6
6,13,0,0
13,7,1,0
5,14,1,7
53,31,62,38
26,28,0,1
13,14,2,2
6,5,0,2
10,2,6,1
7,13,2,5
15,9,2,1
3,5,0,2
28,17,3,3
99,96,12,27
25,20,3,1
6,3,1,1
20,13,4,8
0,0,0,2
8,3,2,1
15,17,3,6
21,17,3,1
27,19,3,4
37,17,8,7
64,50,5,4
18,14,4,4
5,5,1,1
21,25,2,4
19,11,2,2
5,2,0,1
8,1,0,0
13,2,2,0
10,5,0,3
10,11,2,4
13,16,1,0
22,8,2,0
71,37,9,7
26,10,3,4
14,11,5,3
28,25,5,8
28,15,5,4
0,10,0,4
10,7,4,14
5,1,1,2
4,5,8,1
10,3,1,0
21,12,6,3
0,0,3,0
5,0,4,2
12,12,1,6
3,4,1,1
2,0,11,5
9,6,1,1
15,9,1,1
2,1,1,0
2,10,1,3
3,8,1,3
12,17,2,6
4,4,1,1
6,3,2,2
2,2,0,1
2,3,0,1
30,24,2,8
12,11,3,1
2,7,0,0
8,15,2,6
32,13,1,2
16,6,0,0
7,44,0,16
7,4,1,3
39,50,6,13
8,6,2,2
8,9,3,3
28,15,2,6
5,9,1,4
10,12,0,4
16,9,1,2
8,4,2,1
6,15,0,1
41,24,18,13
3,0,2,0
22,12,1,4
30,28,3,2
7,11,6,7
8,10,1,4
1,4,1,2
27,25,3,8
9,20,1,6
5,6,5,2
3,1,2,1
7,11,6,2
15,4,1,0
7,8,1,0
14,5,6,5
4,0,4,3
3,8,3,0
10,6,8,4
11,4,1,0
10,5,1,0
8,2,0,2
18,12,6,7
20,18,2,2
11,5,1,3
13,11,2,2
1,1,0,0
1,2,0,0
19,7,1,0
32,17,3,7
15,7,0,1
8,11,1,1
5,8,1,3
19,34,2,3
58,47,6,13
10,6,0,1
10,18,4,7
0,1,0,0
16,22,3,5
11,18,1,2
69,40,4,6
6,5,0,0
15,17,1,3
18,11,1,7
15,14,3,3
2,5,0,3
0,1,1,0
7,6,2,1
9,14,3,6
5,2,0,3
7,1,1,1
8,6,3,1
6,6,1,3
30,10,3,5
21,20,1,1
3,2,2,4
10,11,1,0
16,13,2,7
4,6,0,1
6,7,2,0
1,1,4,8
8,7,0,0
4,5,0,2
24,20,1,6
3,3,1,1
23,19,4,6
16,6,1,1
3,3,0,2
2,3,1,0
38,21,13,6
34,14,8,2
3,2,1,3
9,11,2,3
12,14,2,3
6,3,1,0
5,2,0,1
23,8,3,4
1,2,0,2
1,2,0,0
46,20,8,5
17,13,3,5
13,6,1,4
7,8,5,0
13,18,1,8
30,15,3,4
1,5,0,0
0,1,0,1
5,11,0,6
18,2,2,0
15,6,0,0
12,7,2,0
2,1,2,1
22,14,3,2
2,1,0,1
3,2,0,0
1,2,0,0
13,7,0,1
12,6,1,2
2,1,2,3
5,15,3,0
2,4,1,0
3,12,2,1
11,10,2,1
13,15,0,3
4,3,0,1
0,1,0,1
2,1,0,0
8,6,1,0
4,1,0,0
4,8,2,1
6,2,1,3
1,3,0,2
2,7,0,2
26,17,0,5
15,7,2,1
4,3,0,0
2,1,0,1
0,0,4,4
2,5,2,2
2,3,0,1
12,17,0,4
7,7,7,1
3,2,5,4
8,6,0,2
1,4,0,0
10,7,2,1
18,19,4,5
2,44,0,8
3,3,0,0
2,2,0,0
5,8,1,1
1,5,0,1
11,4,0,2
8,1,1,0
3,0,1,0
9,6,0,1
5,2,0,0
10,4,1,1
6,3,0,1
6,3,0,2
12,15,1,1
3,3,0,1
92,62,20,12
40,34,3,4
9,5,1,2
3,3,0,0
3,5,1,0
11,20,2,4
8,4,0,2
0,1,0,0
24,7,3,0
21,19,1,4
18,12,2,1
2,0,2,1
7,11,2,3
21,13,4,2
0,3,1,2
26,36,3,9
1,3,0,1
1,3,0,1
4,4,3,1
5,2,4,1
25,21,4,2
36,12,3,10
1,3,1,5
7,0,2,1
23,14,1,4
5,3,2,3
10,8,3,1
2,1,0,1
8,7,0,2
5,1,0,2
15,20,0,10
14,3,1,1
29,10,4,2
11,23,0,4
5,14,0,2
5,5,0,1
19,8,0,2
10,26,1,3
11,5,0,0
13,7,4,0
14,16,1,2
3,2,0,1
4,9,0,2
41,27,3,8
35,35,1,13
60,19,11,12
38,23,0,14
20,24,3,11
25,40,0,12
5,3,1,1
6,3,2,2
4,1,1,1
6,1,0,0
8,9,0,2
109,72,21,18
4,4,3,2
2,2,0,0
27,17,2,3
4,11,1,2
14,10,5,2
11,10,0,0
12,11,0,3
7,2,4,3
5,8,0,1
3,0,3,0
15,8,2,0
8,1,0,1
8,2,6,2
19,20,3,4
15,8,1,1
6,3,3,2
7,9,1,2
2,1,1,1
7,4,4,1
18,27,0,11
4,1,1,0
0,1,0,2
16,13,0,4
13,5,0,1
9,5,1,0
11,10,0,0
20,8,14,6
0,3,0,1
15,16,2,5
3,3,3,1
5,8,6,2
0,3,0,3
4,1,1,1
3,1,0,0
1,1,0,0
9,2,3,1
25,34,5,15
25,19,2,3
3,7,0,4
26,7,8,3
7,2,0,3
3,1,0,0
3,6,0,3
98,54,5,13
1,6,0,0
22,16,2,3
24,19,2,11
5,9,2,1
17,15,4,0
29,11,0,1
9,5,0,2
3,0,3,0
0,0,4,0
0,0,12,2
15,11,5,3
4,2,3,0
1,6,1,1
20,16,2,4
16,18,1,5
1,0,0,2
0,0,4,2
0,0,0,1
7,5,1,9
7,1,0,1
11,5,2,5
4,7,0,0
3,3,1,2
6,5,2,4
10,10,2,1
9,9,1,1
14,9,1,3
16,14,1,4
6,6,1,5
23,17,4,6
0,0,10,4
1,6,0,3
5,5,1,1
0,4,0,0
3,9,0,0
5,5,0,1
14,20,1,6
14,10,0,6
3,4,1,0
3,2,1,0
4,8,0,1
9,5,3,1
3,3,3,1
12,6,3,1
10,3,0,1
22,7,10,2
10,2,1,3
31,25,5,4
5,1,0,1
13,15,2,5
4,4,1,1
2,5,0,2
3,0,0,0
7,4,0,0
11,10,2,2
2,6,1,2
12,5,0,2
8,5,2,3
8,9,0,0
8,6,0,0
18,8,1,1
19,7,3,1
7,9,1,0
2,3,1,0
33,32,2,11
5,2,0,0
13,7,1,0
6,9,0,3
11,2,1,4
10,3,3,4
8,11,3,1
3,10,1,1
6,4,0,2
27,9,5,5
37,17,11,3
14,6,3,1
12,8,3,4
13,4,0,0
4,5,1,0
21,14,2,6
2,2,0,1
0,0,10,2
4,5,0,3
28,16,7,4
6,0,2,1
5,1,2,1
12,4,5,4
11,3,4,0
2,5,1,0
4,7,1,1
13,32,1,5
8,11,0,0
3,0,1,0
3,3,1,1
13,4,1,2
1,3,2,0
0,1,49,19
4,5,1,0
3,4,1,3
10,2,0,1
8,0,1,1
4,3,0,1
2,4,0,1
3,6,0,0
16,12,2,3
4,2,0,1
11,5,1,0
6,15,0,1
1,1,0,2
1,0,1,0
4,2,0,1
4,2,0,2
6,0,0,0
3,3,1,1
8,2,0,0
21,16,5,1
13,7,0,3
5,3,1,0
14,16,2,2
7,6,0,1
9,7,0,2
14,6,1,4
6,4,0,0
12,7,0,1
28,18,3,8
23,13,3,4
31,18,5,6
16,7,1,0
25,14,3,3
23,10,4,2
24,9,2,4
5,1,1,1
0,9,0,3
0,3,1,1
1,9,0,1
10,3,1,2
9,8,3,1
0,1,0,0
2,8,0,0
16,14,0,4
20,16,1,2
3,5,0,0
3,4,0,0
11,9,1,0
6,3,1,1
4,5,2,3
7,5,1,0
19,25,1,3
3,0,1,1
11,7,2,2
7,6,1,1
11,8,2,0
12,2,1,0
1,3,0,0
14,8,1,3
10,8,1,2
6,8,1,3
5,5,1,2
8,18,1,3
1,4,0,0
6,6,0,1
1,5,0,0
9,8,0,0
7,9,1,1
8,8,1,2
10,5,2,0
3,10,0,2
7,4,0,0
8,3,0,0
17,14,2,4
2,4,0,1
12,11,1,2
2,4,0,3
3,7,0,1
20,16,5,2
13,6,3,4
15,4,3,0
23,6,0,1
16,7,1,2
10,6,1,4
8,7,2,0
8,6,5,2
6,2,2,0
11,4,2,0
9,0,0,0
9,3,4,1
9,1,1,1
13,3,0,1
0,0,4,2
15,12,1,1
31,12,2,0
20,15,4,2
16,12,10,7
13,5,0,5
19,6,3,5
7,6,0,5
9,15,0,2
7,8,0,3
25,9,0,4
13,6,0,3
2,2,0,1
15,13,1,3
3,2,0,1
10,4,3,2
5,9,1,3
4,9,0,1
2,3,0,3
5,6,0,4
14,8,2,2
8,4,2,1
14,6,2,7
4,2,0,1
7,4,1,0
9,7,1,1
4,10,0,3
6,15,1,0
6,0,0,3
17,12,0,6
0,7,0,2
4,2,2,1
3,3,0,1
29,16,3,5
0,2,0,0
8,6,0,1
5,2,1,0
0,2,0,1
16,12,1,4
22,14,3,7
4,4,1,2
17,3,3,2
11,3,3,2
8,9,1,0
2,1,0,0
12,6,0,3
5,5,4,0
2,3,0,1
39,17,20,2
15,4,4,0
9,1,1,2
5,11,0,4
8,4,1,1
9,0,2,0
1,1,1,0
7,1,0,1
3,2,0,0
11,8,1,2
15,5,5,1
3,2,0,2
3,2,2,1
7,4,1,1
3,2,0,0
3,1,0,0
10,6,1,0
16,12,0,4
14,3,5,4
24,8,2,2
6,1,0,2
2,9,0,4
4,8,0,2
21,22,4,6
4,6,0,2
6,7,1,1
18,12,1,2
10,5,0,2
17,10,4,3
21,18,3,4
5,7,0,6
11,6,3,0
5,1,0,0
18,8,4,2
13,16,0,0
7,6,0,1
4,5,0,2
4,8,0,5
2,0,0,0
11,2,5,1
12,9,1,3
23,18,6,2
2,2,1,0
9,4,0,1
3,6,0,2
14,15,2,4
16,1,0,0
4,6,0,0
6,6,1,1
13,20,0,3
9,6,4,2
9,9,1,3
6,1,1,0
2,3,1,1
1,6,0,1
12,10,1,1
2,4,0,1
7,6,1,0
2,1,0,0
16,13,0,5
15,7,4,0
8,9,0,0
3,10,0,4
11,8,1,2
8,10,0,0
11,14,2,3
6,4,1,0
4,4,1,1
13,6,2,1
7,3,0,1
6,17,0,2
5,5,0,0
3,1,0,0
20,8,1,3
2,0,1,0
4,11,0,2
8,3,1,0
5,6,0,0
7,4,0,0
12,5,0,2
7,8,2,1
3,4,0,0
6,3,0,0
5,3,0,0
4,1,1,0
2,2,1,0
2,7,0,2
18,11,7,1
7,3,5,0
0,0,0,1
1,5,0,1
2,3,0,0
6,3,1,0
3,5,0,1
23,12,2,1
2,1,0,1
8,4,0,2
4,0,3,0
5,5,1,2
1,0,0,0
1,3,0,2
4,10,0,1
4,0,0,0
1,2,0,3
7,5,1,4
4,7,0,5
2,2,1,0
6,2,0,2
7,8,0,0
25,13,4,9
6,10,0,0
4,6,1,2
7,7,4,1
17,30,0,11
2,2,3,1
19,16,1,4
7,7,1,2
20,8,6,1
8,6,0,0
11,8,1,2
15,9,3,1
17,13,1,0
35,14,6,1
25,15,4,4
24,10,2,4
26,49,7,9
38,23,9,10
3,3,1,0
4,3,2,1
13,21,1,3
5,2,0,1
12,16,0,4
3,0,0,1
1,2,1,5
5,7,0,0
11,14,0,3
3,5,0,1
5,1,0,0
1,1,3,1
25,14,3,2
7,7,1,1
3,3,1,1
11,5,1,0
1,3,0,2
1,2,0,0
1,1,0,3
8,5,2,2
21,13,5,6
3,2,0,2
4,2,0,0
2,8,0,1
10,10,3,3
9,5,0,1
13,3,0,3
27,23,4,2
4,8,0,0
5,1,1,2
1,3,1,0
7,10,5,4
0,3,0,2
1,0,0,0
0,2,0,0
7,2,0,5
17,3,4,2
25,13,1,2
11,5,2,2
12,16,1,1
15,12,1,1
51,34,7,7
1,1,0,0
18,6,6,2
8,7,2,3
15,11,2,4
6,6,3,0
12,5,6,2
42,17,6,5
5,4,1,0
9,6,0,1
12,7,1,3
14,3,3,3
3,2,0,1
16,9,2,2
2,4,0,1
0,2,0,1
2,11,1,1
4,8,0,5
2,2,0,0
3,0,0,1
3,7,1,0
1,4,0,0
6,6,0,0
29,11,5,9
7,7,0,0
19,10,2,7
2,4,0,0
1,0,0,0
4,4,1,3
9,14,0,8
10,14,0,2
13,2,0,0
12,12,2,3
6,5,6,0
18,12,1,5
9,6,0,1
26,21,3,2
7,1,3,3
4,3,0,2
4,5,1,1
25,15,1,8
32,11,10,2
24,22,1,5
4,2,5,4
42,37,7,5
35,22,3,1
0,0,0,2
4,1,1,2
5,7,0,1
2,0,0,0
6,2,1,1
7,2,0,0
11,11,2,1
22,14,1,1
2,7,0,1
4,9,0,1
4,3,2,3
5,0,1,3
3,3,2,1
20,9,13,5
7,5,0,4
4,4,0,3
47,38,1,13
4,4,1,1
3,3,1,0
22,23,2,5
3,6,0,1
17,11,1,5
18,12,2,4
14,10,0,3
12,5,0,1
3,9,1,2
12,6,1,2
2,7,0,0
7,4,1,0
26,16,0,6
1,4,0,1
3,4,0,1
15,8,1,1
23,21,10,14
11,3,0,5
0,8,0,4
15,15,0,4
47,25,5,5
31,18,5,10
47,16,5,7
28,14,7,3
32,14,1,3
1,4,0,0
5,7,1,2
2,13,0,2
5,11,0,2
9,10,1,2
18,17,1,0
8,2,0,0
23,11,3,7
