start,stop,AliveTVC,WinnerTVC,ID,Sex,USA,White,NameChange,Drama,Birth,Final,Alive,Films,FourStarFilms,Wins,Noms,FirstFilmYear,FirstWinYear,FirstNomYear
0,49,1,0,956,1,No,Yes,No,Yes,1952,2001,1,39,7,0,1,1979,NA,1993
0,46,1,0,957,0,No,Yes,No,Yes,1918,2000,0,36,3,1,1,1956,1964,1964
46,82,0,1,957,0,No,Yes,No,Yes,1918,2000,0,36,3,1,1,1956,1964,1964
0,98,0,0,958,0,No,Yes,No,Yes,1896,1994,0,19,8,0,1,1953,NA,1963
0,94,0,0,959,0,Yes,Yes,No,Yes,1899,1993,0,87,16,0,1,1909,NA,1946
0,62,1,0,960,0,Yes,Yes,No,No,1939,2001,1,25,3,0,1,1973,NA,1975
0,42,1,0,961,0,Yes,Yes,No,Yes,1959,2001,1,44,3,0,1,1970,NA,1973
0,59,1,0,962,0,Yes,Yes,No,Yes,1942,2001,1,8,1,0,0,1967,NA,NA
0,38,1,0,963,0,Yes,Yes,No,Yes,1945,2001,1,23,2,1,1,1980,1983,1983
38,56,1,1,963,0,Yes,Yes,No,Yes,1945,2001,1,23,2,1,1,1980,1983,1983
0,87,0,0,964,0,Yes,Yes,No,No,1900,1987,0,2,0,0,0,1928,NA,NA
0,53,1,0,965,0,Yes,Yes,No,Yes,1948,2001,1,32,9,0,1,1976,NA,1984
0,34,1,0,966,0,No,Yes,No,Yes,1967,2001,1,4,3,0,0,1971,NA,NA
0,53,1,0,967,1,Yes,Yes,Yes,Yes,1878,1954,0,169,20,1,1,1909,1931,1931
53,76,0,1,967,1,Yes,Yes,Yes,Yes,1878,1954,0,169,20,1,1,1909,1931,1931
0,44,1,0,968,0,No,Yes,No,Yes,1957,2001,1,37,3,0,0,1972,NA,NA
0,40,1,0,969,0,Yes,Yes,No,Yes,1961,2001,1,12,1,0,0,1972,NA,NA
0,46,1,0,970,0,Yes,Yes,No,Yes,1955,2001,1,26,4,0,0,1978,NA,NA
0,93,1,0,971,0,Yes,Yes,No,Yes,1908,2001,1,27,6,0,0,1929,NA,NA
0,62,1,0,972,0,No,Yes,No,Yes,1939,2001,1,48,9,0,2,1959,NA,1972
0,26,1,0,973,0,Yes,Yes,No,Yes,1946,2001,1,36,8,1,2,1949,1972,1969
26,55,1,1,973,0,Yes,Yes,No,Yes,1946,2001,1,36,8,1,2,1949,1972,1969
0,77,1,0,974,1,No,Yes,No,Yes,1924,2001,1,48,4,0,0,1963,NA,NA
0,83,0,0,975,1,Yes,Yes,No,Yes,1902,1985,0,111,12,0,0,1935,NA,NA
0,51,1,0,976,0,Yes,Yes,No,Yes,1950,2001,1,24,5,0,0,1972,NA,NA
0,71,1,0,977,0,Yes,Yes,No,Yes,1930,2001,1,35,8,0,0,1954,NA,NA
0,34,1,0,978,0,Yes,Yes,Yes,Yes,1913,2000,0,101,11,1,2,1921,1947,1947
34,87,0,1,978,0,Yes,Yes,Yes,Yes,1913,2000,0,101,11,1,2,1921,1947,1947
0,72,0,0,979,1,No,Yes,No,Yes,1915,1987,0,108,9,0,0,1945,NA,NA
0,47,1,0,980,0,Yes,Yes,No,Yes,1954,2001,1,23,2,0,1,1979,NA,1990
0,81,0,0,981,0,No,Yes,Yes,Yes,1900,1981,0,5,1,0,1,1931,NA,1961
0,61,0,0,982,1,Yes,Yes,Yes,Yes,1895,1956,0,71,17,0,1,1921,NA,1950
0,46,1,0,983,1,Yes,No,No,Yes,1936,2001,1,82,19,1,1,1961,1982,1982
46,65,1,1,983,1,Yes,No,No,Yes,1936,2001,1,82,19,1,1,1961,1982,1982
0,83,1,0,984,1,Yes,Yes,No,Yes,1918,2001,1,28,3,0,0,1963,NA,NA
0,55,1,0,985,0,Yes,Yes,No,No,1946,2001,1,19,3,0,0,1970,NA,NA
0,60,0,0,986,0,Yes,No,No,Yes,1902,1962,0,128,7,0,0,1923,NA,NA
0,41,1,0,987,0,Yes,Yes,No,Yes,1934,2001,1,56,6,1,1,1974,1975,1975
41,67,1,1,987,0,Yes,Yes,No,Yes,1934,2001,1,56,6,1,1,1974,1975,1975
0,87,0,0,988,0,Yes,Yes,Yes,Yes,1878,1965,0,41,6,0,1,1922,NA,1928
0,83,0,0,989,0,No,Yes,No,No,1879,1962,0,36,11,0,1,1933,NA,1943
0,22,1,0,990,0,No,Yes,No,Yes,1914,2001,1,12,2,2,2,1935,1936,1936
22,87,1,1,990,0,No,Yes,No,Yes,1914,2001,1,12,2,2,2,1935,1936,1936
0,81,0,0,991,1,Yes,Yes,No,Yes,1903,1984,0,33,4,0,0,1937,NA,NA
0,62,0,0,992,1,Yes,Yes,No,Yes,1905,1967,0,42,5,0,0,1941,NA,NA
0,61,1,0,993,0,Yes,Yes,No,Yes,1940,2001,1,14,1,0,0,1964,NA,NA
0,71,1,0,994,0,Yes,Yes,No,Yes,1930,2001,1,19,5,0,1,1968,NA,1968
0,96,0,0,995,0,No,Yes,No,No,1887,1983,0,3,1,0,1,1931,NA,1932
0,58,1,0,996,0,No,Yes,No,Yes,1943,2001,1,53,8,0,2,1959,NA,1966
0,38,1,0,997,0,No,Yes,Yes,No,1963,2001,1,35,4,0,0,1975,NA,NA
0,66,1,0,998,1,Yes,Yes,No,Yes,1935,2001,1,115,18,0,0,1969,NA,NA
0,81,0,0,999,0,Yes,Yes,No,No,1901,1982,0,29,4,0,0,1928,NA,NA
0,57,0,0,1000,0,Yes,Yes,No,No,1942,1999,0,36,8,0,2,1968,NA,1973
0,75,1,0,1001,0,No,Yes,Yes,Yes,1926,2001,1,15,1,0,0,1956,NA,NA
0,82,0,0,1002,0,Yes,Yes,Yes,Yes,1910,1992,0,82,8,0,0,1929,NA,NA
0,73,0,0,1003,0,No,Yes,No,Yes,1895,1968,0,133,30,0,0,1909,NA,NA
0,50,0,0,1004,0,Yes,Yes,No,Yes,1928,1978,0,4,0,0,1,1953,NA,1953
0,35,1,0,1005,0,No,Yes,No,No,1934,2001,1,35,9,2,5,1959,1969,1964
35,67,1,1,1005,0,No,Yes,No,No,1934,2001,1,35,9,2,5,1959,1969,1964
0,68,1,0,1006,1,Yes,Yes,Yes,No,1933,2001,1,52,8,0,1,1965,NA,1966
0,85,0,0,1007,1,Yes,Yes,No,Yes,1907,1992,0,37,9,0,0,1954,NA,NA
0,91,1,0,1008,1,Yes,Yes,No,Yes,1910,2001,1,145,10,0,0,1932,NA,NA
0,73,0,0,1009,1,No,Yes,Yes,Yes,1923,1996,0,121,8,0,3,1949,NA,1962
0,77,1,0,1010,0,Yes,Yes,No,Yes,1924,2001,1,37,4,0,0,1931,NA,NA
0,42,1,0,1011,0,Yes,Yes,No,Yes,1959,2001,1,44,9,0,1,1978,NA,1995
0,61,1,0,1012,0,Yes,No,No,Yes,1940,2001,1,29,4,0,1,1949,NA,1985
0,73,0,0,1013,0,No,Yes,No,Yes,1923,1996,0,10,1,0,0,1968,NA,NA
0,54,0,0,1014,0,No,Yes,No,Yes,1922,1976,0,32,5,0,1,1948,NA,1971
0,90,0,0,1015,0,No,Yes,No,No,1906,1996,0,6,1,0,0,1929,NA,NA
0,71,1,0,1016,0,No,Yes,No,No,1892,1972,0,47,9,1,1,1937,1963,1963
71,80,0,1,1016,0,No,Yes,No,No,1892,1972,0,47,9,1,1,1937,1963,1963
0,49,0,0,1017,0,Yes,Yes,Yes,Yes,1911,1960,0,17,3,0,1,1933,NA,1938
0,51,1,0,1018,0,Yes,Yes,No,Yes,1950,2001,1,16,0,0,0,1962,NA,NA
0,75,0,0,1019,0,No,Yes,No,Yes,1881,1956,0,20,4,0,1,1929,NA,1941
0,66,1,0,1020,0,Yes,Yes,No,Yes,1935,2001,1,45,3,0,0,1955,NA,NA
0,72,1,0,1021,0,Yes,Yes,No,No,1929,2001,1,8,0,0,0,1948,NA,NA
0,73,0,0,1022,0,No,Yes,No,Yes,1876,1949,0,21,9,0,2,1936,NA,1936
0,75,1,0,1023,0,No,Yes,No,Yes,1926,2001,1,50,4,0,0,1948,NA,NA
0,34,1,0,1024,0,Yes,Yes,No,Yes,1967,2001,1,7,1,0,1,1991,NA,1996
0,62,1,0,1025,0,No,Yes,Yes,No,1869,1934,0,30,3,1,2,1914,1931,1930
62,65,0,1,1025,0,No,Yes,Yes,No,1869,1934,0,30,3,1,2,1914,1931,1930
0,79,1,0,1026,0,No,Yes,No,Yes,1922,2001,1,15,4,0,0,1956,NA,NA
0,85,0,0,1027,0,Yes,Yes,No,Yes,1898,1983,0,3,1,0,0,1926,NA,NA
0,57,1,0,1028,0,No,Yes,No,Yes,1944,2001,1,36,3,0,1,1969,NA,1976
0,57,1,0,1029,0,No,Yes,No,Yes,1944,2001,1,46,4,0,0,1962,NA,NA
0,40,1,0,1030,0,Yes,Yes,No,Yes,1961,2001,1,25,3,0,1,1976,NA,1979
0,57,0,0,1031,0,Yes,Yes,No,No,1924,1981,0,9,1,0,0,1941,NA,NA
0,81,1,0,1032,0,Yes,Yes,No,No,1920,2001,1,1,0,0,0,1994,NA,NA
0,69,0,0,1033,0,Yes,Yes,No,No,1916,1985,0,64,6,0,0,1938,NA,NA
0,54,1,0,1034,0,Yes,Yes,No,Yes,1947,2001,1,24,4,0,0,1961,NA,NA
0,69,1,0,1035,0,No,Yes,No,Yes,1932,2001,1,17,2,0,1,1952,NA,1955
0,38,1,0,1036,0,Yes,Yes,No,Yes,1963,2001,1,11,1,0,0,1985,NA,NA
0,86,0,0,1037,1,No,Yes,No,Yes,1912,1998,0,58,7,0,0,1936,NA,NA
0,86,0,0,1038,0,Yes,Yes,No,Yes,1900,1986,0,19,3,0,0,1946,NA,NA
0,85,0,0,1039,0,Yes,Yes,No,No,1890,1975,0,88,12,0,1,1931,NA,1947
0,81,0,0,1040,0,Yes,Yes,No,Yes,1889,1970,0,59,5,0,2,1917,NA,1931
0,63,1,0,1041,0,Yes,Yes,No,Yes,1938,2001,1,8,1,0,0,1961,NA,NA
0,21,1,0,1042,0,Yes,Yes,No,Yes,1965,2001,1,9,2,1,1,1986,1986,1986
21,36,1,1,1042,0,Yes,Yes,No,Yes,1965,2001,1,9,2,1,1,1986,1986,1986
0,88,0,0,1043,0,No,Yes,No,Yes,1904,1992,0,50,13,0,1,1919,NA,1931
0,30,1,0,1044,1,Yes,Yes,No,Yes,1924,2001,1,45,19,2,8,1950,1954,1951
30,77,1,1,1044,1,Yes,Yes,No,Yes,1924,2001,1,45,19,2,8,1950,1954,1951
0,70,1,0,1045,0,Yes,Yes,No,No,1931,2001,1,6,5,0,0,1956,NA,NA
0,84,1,0,1046,0,Yes,Yes,No,Yes,1917,2001,1,74,7,0,0,1935,NA,NA
0,59,1,0,1047,0,Yes,Yes,No,Yes,1942,2001,1,23,5,0,4,1966,NA,1973
0,75,0,0,1048,1,Yes,Yes,No,Yes,1896,1971,0,25,4,0,0,1949,NA,NA
0,77,1,0,1049,0,Yes,Yes,No,Yes,1924,2001,1,76,4,0,1,1946,NA,1958
0,87,1,0,1050,0,Yes,Yes,No,Yes,1914,2001,1,40,6,0,1,1940,NA,1940
0,76,0,0,1051,0,Yes,Yes,No,Yes,1907,1983,0,29,2,0,0,1923,NA,NA
0,46,1,0,1052,1,Yes,Yes,No,Yes,1919,1996,0,104,19,1,1,1954,1965,1965
46,77,0,1,1052,1,Yes,Yes,No,Yes,1919,1996,0,104,19,1,1,1954,1965,1965
0,83,1,0,1053,1,No,Yes,No,Yes,1918,2001,1,76,4,0,0,1948,NA,NA
0,66,1,0,1054,1,Yes,Yes,No,No,1928,2001,1,82,6,1,3,1959,1994,1988
66,73,1,1,1054,1,Yes,Yes,No,No,1928,2001,1,82,6,1,3,1959,1994,1988
0,59,1,0,1055,1,Yes,Yes,No,Yes,1942,2001,1,53,17,0,0,1963,NA,NA
0,81,1,0,1056,0,Yes,Yes,No,Yes,1920,2001,1,30,7,0,0,1939,NA,NA
0,35,1,0,1057,0,Yes,Yes,Yes,Yes,1906,1987,0,118,13,1,1,1921,1941,1931
35,81,0,1,1057,0,Yes,Yes,Yes,Yes,1906,1987,0,118,13,1,1,1921,1941,1931
0,49,1,0,1058,0,Yes,Yes,No,Yes,1952,2001,1,3,1,0,1,1962,NA,1962
0,53,1,0,1059,0,Yes,Yes,Yes,Yes,1948,2001,1,20,3,0,0,1976,NA,NA
0,94,1,0,1060,0,Yes,Yes,No,Yes,1907,2001,1,45,1,0,0,1928,NA,NA
0,43,1,0,1061,0,Yes,Yes,No,Yes,1958,2001,1,13,0,0,1,1983,NA,1986
0,64,0,0,1062,0,Yes,Yes,No,No,1905,1969,0,127,19,0,0,1931,NA,NA
0,81,0,0,1063,0,No,Yes,Yes,Yes,1882,1963,0,181,22,0,0,1922,NA,NA
0,54,1,0,1064,0,Yes,Yes,No,No,1947,2001,1,45,10,0,0,1972,NA,NA
0,86,0,0,1065,0,Yes,Yes,No,Yes,1899,1985,0,60,7,0,0,1916,NA,NA
0,57,0,0,1066,0,Yes,Yes,No,No,1923,1980,0,13,2,0,0,1938,NA,NA
0,49,1,0,1067,0,Yes,Yes,No,Yes,1952,2001,1,14,3,0,2,1982,NA,1990
0,36,1,0,1068,0,No,Yes,Yes,Yes,1893,1979,0,208,8,1,1,1908,1929,1929
36,86,0,1,1068,0,No,Yes,Yes,Yes,1893,1979,0,208,8,1,1,1908,1929,1929
0,27,1,0,1069,0,Yes,Yes,No,Yes,1953,2001,1,35,4,1,1,1978,198NA,1980
27,48,1,1,1069,0,Yes,Yes,No,Yes,1953,2001,1,35,4,1,1,1978,198NA,1980
0,82,0,0,1070,0,Yes,Yes,No,No,1907,1989,0,122,7,0,0,1934,NA,NA
0,65,1,0,1071,0,Yes,Yes,No,No,1936,2001,1,37,4,0,1,1959,NA,1980
0,42,0,0,1072,0,No,Yes,No,Yes,1933,1975,0,10,2,0,1,1955,NA,1960
0,37,1,0,1073,0,Yes,Yes,No,Yes,1964,2001,1,16,3,0,0,1988,NA,NA
0,83,1,0,1074,1,No,Yes,No,Yes,1918,2001,1,54,6,0,0,1940,NA,NA
0,41,0,0,1075,1,Yes,Yes,No,Yes,1953,1994,0,10,1,0,1,1980,NA,1995
0,30,1,0,1076,1,Yes,Yes,No,Yes,1971,2001,1,13,2,0,1,1988,NA,1997
0,85,0,0,1077,0,No,Yes,No,No,1875,1960,0,103,3,0,0,1918,NA,NA
0,55,1,0,1078,0,No,Yes,No,No,1946,2001,1,14,2,0,0,1968,NA,NA
0,49,1,0,1079,0,Yes,Yes,No,Yes,1952,2001,1,3,1,0,0,1962,NA,NA
0,56,1,0,1080,0,Yes,Yes,No,Yes,1925,2001,1,46,11,1,4,1958,1981,1958
56,76,1,1,1080,0,Yes,Yes,No,Yes,1925,2001,1,46,11,1,4,1958,1981,1958
0,47,0,0,1081,1,Yes,Yes,No,Yes,1891,1938,0,58,3,0,0,1928,NA,NA
0,84,0,0,1082,1,No,Yes,No,No,1888,1972,0,52,10,0,2,1922,NA,1930
0,75,0,0,1083,1,Yes,Yes,No,Yes,1910,1985,0,7,4,0,0,1976,NA,NA
0,72,1,0,1084,1,No,Yes,No,Yes,1929,2001,1,97,17,0,1,1949,NA,1988
0,74,0,0,1085,1,No,Yes,No,Yes,1901,1975,0,105,15,0,0,1931,NA,NA
0,31,1,0,1086,1,No,Yes,No,Yes,1930,2001,1,58,10,1,3,1955,1961,1961
31,71,1,1,1086,1,No,Yes,No,Yes,1930,2001,1,58,10,1,3,1955,1961,1961
0,74,0,0,1087,0,Yes,Yes,No,Yes,1916,1990,0,12,1,0,0,1945,NA,NA
0,84,0,0,1088,0,No,Yes,Yes,Yes,1858,1942,0,63,9,0,1,1915,NA,1933
0,83,0,0,1089,0,No,Yes,No,Yes,1865,1948,0,29,9,0,2,1937,NA,1937
0,78,1,0,1090,0,No,Yes,No,Yes,1923,2001,1,8,3,0,0,1978,NA,NA
0,41,1,0,1091,0,Yes,Yes,No,Yes,1960,2001,1,20,4,0,1,1980,NA,1985
0,75,1,0,1092,1,Yes,Yes,Yes,No,1926,2001,1,32,5,0,0,1962,NA,NA
0,44,1,0,1093,0,Yes,Yes,No,Yes,1957,2001,1,37,4,0,1,1973,NA,1988
0,49,1,0,1094,0,Yes,Yes,No,Yes,1952,2001,1,27,4,0,0,1969,NA,NA
0,74,0,0,1095,0,No,Yes,No,Yes,1920,1994,0,18,2,0,1,1955,NA,1960
0,62,1,0,1096,0,Yes,Yes,No,Yes,1939,2001,1,35,5,0,2,1969,NA,1977
0,50,1,0,1097,0,Yes,Yes,No,No,1951,2001,1,5,0,0,0,1978,NA,NA
0,44,1,0,1098,0,Yes,Yes,No,Yes,1957,2001,1,14,3,0,0,1979,NA,NA
0,62,1,0,1099,1,Yes,Yes,Yes,Yes,1901,1981,0,90,15,2,3,1931,1963,1963
62,80,0,1,1099,1,Yes,Yes,Yes,Yes,1901,1981,0,90,15,2,3,1931,1963,1963
0,31,1,0,1100,0,Yes,Yes,No,Yes,1918,2001,1,33,6,1,2,1949,1949,1949
31,83,1,1,1100,0,Yes,Yes,No,Yes,1918,2001,1,33,6,1,2,1949,1949,1949
0,37,1,0,1101,0,Yes,Yes,No,No,1954,2001,1,20,3,1,1,1979,1991,1991
37,47,1,1,1101,0,Yes,Yes,No,No,1954,2001,1,20,3,1,1,1979,1991,1991
0,68,0,0,1102,0,No,Yes,Yes,Yes,1911,1979,0,54,7,0,1,1930,NA,1935
0,30,1,0,1103,0,Yes,Yes,No,Yes,1949,2001,1,44,16,2,12,1977,1979,1978
30,52,1,1,1103,0,Yes,Yes,No,Yes,1949,2001,1,44,16,2,12,1977,1979,1978
0,62,0,0,1104,1,No,Yes,Yes,No,1905,1967,0,134,15,0,1,1928,NA,1936
0,79,1,0,1105,1,Yes,Yes,No,No,1922,2001,1,85,6,0,0,1944,NA,NA
0,53,1,0,1106,1,No,Yes,Yes,Yes,1933,2001,1,96,11,2,5,1956,1986,1966
53,68,1,1,1106,1,No,Yes,Yes,Yes,1933,2001,1,96,11,2,5,1956,1986,1966
0,66,1,0,1107,1,Yes,Yes,No,Yes,1935,2001,1,38,12,0,0,1970,NA,NA
0,64,0,0,1108,1,No,Yes,No,Yes,1891,1955,0,13,1,0,1,1927,NA,1945
0,76,1,0,1109,1,Yes,Yes,Yes,Yes,1925,2001,1,49,2,0,0,1952,NA,NA
0,74,1,0,1110,1,Yes,Yes,No,Yes,1927,2001,1,63,7,0,0,1959,NA,NA
0,43,1,0,1111,1,Yes,Yes,No,Yes,1944,2001,1,39,8,1,1,1969,1987,1987
43,57,1,1,1111,1,Yes,Yes,No,Yes,1944,2001,1,39,8,1,1,1969,1987,1987
0,39,0,0,1112,1,Yes,Yes,No,Yes,1934,1973,0,22,2,0,1,1960,NA,1965
0,79,1,0,1113,1,Yes,Yes,No,Yes,1922,2001,1,42,6,0,0,1958,NA,NA
0,84,0,0,1114,1,No,Yes,No,Yes,1911,1995,0,122,20,0,0,1941,NA,NA
0,62,1,0,1115,1,Yes,Yes,Yes,No,1939,2001,1,51,5,0,1,1962,NA,1967
0,49,1,0,1116,1,Yes,Yes,No,Yes,1952,2001,1,21,4,0,0,1979,NA,NA
0,60,1,0,1117,1,Yes,Yes,No,Yes,1941,2001,1,73,9,0,1,1969,NA,1991
0,70,1,0,1118,1,Yes,Yes,No,No,1931,2001,1,30,5,0,0,1970,NA,NA
0,44,1,0,1119,1,No,Yes,No,Yes,1957,2001,1,13,2,0,0,1980,NA,NA
0,86,0,0,1120,1,No,Yes,No,Yes,1889,1975,0,62,10,0,0,1928,NA,NA
0,76,1,0,1121,1,Yes,Yes,No,Yes,1925,2001,1,14,1,0,0,1943,NA,NA
0,60,1,0,1122,1,Yes,Yes,No,Yes,1941,2001,1,33,4,0,0,1971,NA,NA
0,46,1,0,1123,1,Yes,Yes,No,Yes,1955,2001,1,30,5,0,1,1975,NA,1980
0,63,1,0,1124,1,Yes,Yes,No,Yes,1938,2001,1,60,5,0,0,1958,NA,NA
0,77,0,0,1125,1,No,Yes,No,Yes,1908,1985,0,63,18,0,1,1936,NA,1947
0,54,0,0,1126,1,Yes,Yes,No,No,1907,1961,0,50,2,0,0,1933,NA,NA
0,80,1,0,1127,1,No,Yes,No,Yes,1921,2001,1,4,2,0,0,1965,NA,NA
0,72,0,0,1128,1,Yes,Yes,No,Yes,1923,1995,0,30,6,0,1,1957,NA,1974
0,66,0,0,1129,1,No,Yes,No,Yes,1935,2001,0,23,8,0,0,1962,NA,NA
0,44,1,0,1130,0,Yes,Yes,No,Yes,1957,2001,1,31,3,0,3,1980,NA,1988
0,81,1,0,1131,1,Yes,Yes,Yes,Yes,1920,2001,1,205,30,0,4,1927,NA,1939
0,65,0,0,1132,1,Yes,Yes,No,No,1920,1985,0,32,3,0,0,1952,NA,NA
0,62,1,0,1133,1,Yes,Yes,No,Yes,1939,2001,1,40,7,0,0,1967,NA,NA
0,53,1,0,1134,1,No,Yes,No,Yes,1948,2001,1,18,0,0,1,1973,NA,1977
0,87,0,0,1135,0,Yes,Yes,No,Yes,1904,1991,0,38,8,0,2,1945,NA,1951
0,86,0,0,1136,0,Yes,Yes,No,Yes,1908,1994,0,36,9,0,1,1940,NA,1967
0,80,0,0,1137,0,No,Yes,No,Yes,1900,1980,0,1,0,0,1,1938,NA,1938
0,53,0,0,1138,1,No,Yes,No,No,1900,1953,0,26,8,0,0,1931,NA,NA
0,75,1,0,1139,1,No,Yes,No,No,1926,2001,1,40,4,0,0,1952,NA,NA
0,70,0,0,1140,0,Yes,Yes,No,No,1896,1966,0,160,17,0,0,1934,NA,NA
0,81,0,0,1141,0,Yes,Yes,No,Yes,1892,1973,0,78,10,0,0,1929,NA,NA
0,29,1,0,1142,0,No,Yes,No,Yes,1972,2001,1,9,4,0,1,1990,NA,1997
0,28,1,0,1143,0,Yes,Yes,No,Yes,1967,2001,1,15,3,1,1,1993,1995,1995
28,34,1,1,1143,0,Yes,Yes,No,Yes,1967,2001,1,15,3,1,1,1993,1995,1995
0,43,1,0,1144,0,No,Yes,No,Yes,1958,2001,1,29,3,0,2,1985,NA,1992
0,82,0,0,1145,0,Yes,Yes,No,Yes,1902,1984,0,37,8,0,1,1930,NA,1935
0,76,1,0,1146,0,No,Yes,No,No,1925,2001,1,26,7,0,0,1952,NA,NA
0,28,1,0,1147,0,Yes,Yes,No,Yes,1964,2001,1,20,2,1,1,1984,1992,1992
28,37,1,1,1147,0,Yes,Yes,No,Yes,1964,2001,1,20,2,1,1,1984,1992,1992
0,28,1,0,1148,0,No,No,No,Yes,1929,2001,1,5,1,1,1,1957,1957,1957
28,72,1,1,1148,0,No,No,No,Yes,1929,2001,1,5,1,1,1,1957,1957,1957
0,91,1,0,1149,0,No,Yes,No,No,1910,2001,1,52,2,0,0,1931,NA,NA
0,71,0,0,1150,0,Yes,Yes,No,Yes,1906,1977,0,20,3,0,0,1949,NA,NA
0,75,1,0,1151,0,Yes,Yes,No,Yes,1926,2001,1,38,3,0,0,1944,NA,NA
0,85,0,0,1152,0,No,Yes,No,Yes,1903,1988,0,49,8,0,0,1949,NA,NA
0,66,0,0,1153,1,No,Yes,No,Yes,1877,1943,0,143,18,0,0,1914,NA,NA
0,73,0,0,1154,1,Yes,Yes,No,Yes,1890,1963,0,215,29,0,0,1915,NA,NA
0,46,0,0,1155,1,Yes,Yes,No,Yes,1920,1966,0,20,11,0,4,1948,NA,1948
0,75,0,0,1156,1,Yes,Yes,No,No,1888,1963,0,28,6,0,2,1936,NA,1942
0,64,1,0,1157,1,Yes,No,No,Yes,1937,2001,1,44,11,0,3,1971,NA,1987
0,65,0,0,1158,1,Yes,Yes,No,Yes,1889,1954,0,100,18,0,0,1931,NA,NA
0,64,0,0,1159,1,Yes,No,No,Yes,1929,1993,0,45,10,0,0,1964,NA,NA
0,69,1,0,1160,1,No,Yes,No,Yes,1932,2001,1,41,5,0,0,1961,NA,NA
0,34,0,0,1161,0,Yes,Yes,No,Yes,1939,1973,0,6,2,0,0,1955,NA,NA
0,88,0,0,1162,0,Yes,Yes,Yes,Yes,1905,1993,0,127,22,0,0,1925,NA,NA
0,87,0,0,1163,0,No,Yes,No,No,1905,1992,0,11,1,0,0,1950,NA,NA
0,67,0,0,1164,0,Yes,Yes,No,Yes,1888,1955,0,99,7,0,0,1935,NA,NA
0,51,1,0,1165,0,Yes,Yes,No,No,1950,2001,1,26,5,0,0,1973,NA,NA
0,69,0,0,1166,0,Yes,Yes,No,No,1920,1989,0,7,0,0,0,1970,NA,NA
0,59,0,0,1167,0,Yes,Yes,Yes,Yes,1906,1965,0,40,1,0,1,1927,NA,1930
0,75,1,0,1168,0,Yes,Yes,No,Yes,1926,2001,1,39,2,0,0,1942,NA,NA
0,41,1,0,1169,0,Yes,Yes,No,No,1960,2001,1,9,2,0,0,1986,NA,NA
0,74,0,0,1170,0,Yes,Yes,No,Yes,1921,1995,0,33,4,0,1,1929,NA,1956
0,70,0,0,1171,0,Yes,Yes,No,No,1921,1991,0,32,6,0,0,1951,NA,NA
0,72,0,0,1172,0,Yes,Yes,No,Yes,1928,2000,0,30,5,0,0,1950,NA,NA
0,73,1,0,1173,0,Yes,Yes,No,Yes,1928,2001,1,18,1,0,1,1949,NA,1950
0,67,1,0,1174,0,No,Yes,No,Yes,1934,2001,1,31,2,0,0,1954,NA,NA
0,86,0,0,1175,0,Yes,Yes,No,No,1905,1991,0,19,1,0,0,1924,NA,NA
0,91,0,0,1176,0,Yes,Yes,No,Yes,1900,1991,0,36,3,0,0,1941,NA,NA
0,43,0,0,1177,0,Yes,Yes,Yes,Yes,1938,1981,0,61,12,0,3,1943,NA,1955
0,38,1,0,1178,0,No,Yes,No,Yes,1963,2001,1,16,2,0,0,1984,NA,NA
0,64,1,0,1179,1,Yes,Yes,No,Yes,1937,2001,1,110,17,0,1,1970,NA,1976
0,79,0,0,1180,1,No,Yes,No,Yes,1905,1984,0,57,8,0,0,1938,NA,NA
0,81,1,0,1181,1,No,Yes,No,Yes,1920,2001,1,63,12,0,0,1948,NA,NA
0,61,0,0,1182,1,Yes,Yes,No,Yes,1905,1966,0,146,16,0,0,1938,NA,NA
0,71,0,0,1183,1,Yes,Yes,No,No,1921,1992,0,67,7,0,0,1949,NA,NA
0,37,0,0,1184,1,Yes,Yes,Yes,Yes,1931,1968,0,35,6,0,1,1952,NA,1963
0,61,1,0,1185,1,Yes,Yes,No,Yes,1940,2001,1,40,6,0,2,1974,NA,1991
0,56,1,0,1186,0,No,Yes,No,Yes,1945,2001,1,13,2,0,0,1967,NA,NA
0,31,1,0,1187,1,Yes,Yes,Yes,No,1964,2001,1,34,7,1,1,1982,1995,1995
31,37,1,1,1187,1,Yes,Yes,Yes,No,1964,2001,1,34,7,1,1,1982,1995,1995
0,73,1,0,1188,1,No,Yes,No,Yes,1928,2001,1,55,7,0,0,1954,NA,NA
0,72,1,0,1189,1,No,Yes,No,Yes,1929,2001,1,32,8,0,1,1972,NA,1994
0,77,1,0,1190,0,No,Yes,Yes,Yes,1924,2001,1,60,9,0,1,1943,NA,1954
0,49,1,0,1191,0,Yes,Yes,No,No,1952,2001,1,10,3,0,0,1988,NA,NA
0,71,1,0,1192,1,Yes,Yes,No,No,1930,2001,1,1,0,0,1,1986,NA,1984
0,60,1,0,1193,0,No,Yes,No,Yes,1941,2001,1,12,2,0,1,1969,NA,1987
0,30,1,0,1194,0,No,Yes,No,Yes,1900,1983,0,52,6,1,6,1920,193NA,1930
30,83,0,1,1194,0,No,Yes,No,Yes,1900,1983,0,52,6,1,6,1920,193NA,1930
0,91,0,0,1195,0,No,Yes,No,No,1898,1989,0,80,9,0,0,1932,NA,NA
0,77,0,0,1196,1,Yes,Yes,No,Yes,1879,1956,0,17,3,0,0,1945,NA,NA
